Place name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Coordinates
In Salah,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2016,3820,3480,4002,6828,5772,6329,7139,7027,5466,5709,6373,0,66654,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.046174'), Decimal('63.927111'))"
"Beringovsky (Branch PCF ""A / P Chukotka"")",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('179.293427'), Decimal('63.025373'))"
Biisk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.343842'), Decimal('52.481983'))"
Blagoveshchensk,2016,18439,16706,17807,18498,22099,29833,39056,40179,33853,30338,24499,396.6,319045,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.445792'), Decimal('52.376818'))"
Boguçanı,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('97.46764'), Decimal('58.381633'))"
Bodaybo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2016,3012,2833,3360,4049,4363,5066,5776,5709,5175,4399,3888,2.35,51586,"(Decimal('52.790306'), Decimal('54.634026'))"
Petrel,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.622486'), Decimal('44.920825'))"
Vanavara,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('102.303298'), Decimal('60.351026'))"
Varandey,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('121.691798'), Decimal('63.754713'))"
Витим,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.566271'), Decimal('59.459285'))"
Vladivostok (Knevichi),2016,115906,116028,124260,127411,135081,163158,202382,214360,185677,164092,135443,2379.23,1828837,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2016,62595,53975,58740,56046,63678,70002,77608,78602,76860,77214,68881,91,811516,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2016,2345,2354,3055,3325,2980,3547,3474,3453,2922,2286,2133,15.87,33820,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2016,23090,24499,27976,30240,32951,44526,46675,49254,44595,41290,33243,20.27,433675,"(Decimal('39.225359'), Decimal('51.812576'))"
Vuktyl,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.286293'), Decimal('63.826824'))"
Gelendzhik,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.699751'), Decimal('43.384707'))"
Kervan,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Distance,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('133.730759'), Decimal('45.879914'))"
deputy,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('80.383003'), Decimal('73.516386'))"
Dudinka,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.176769'), Decimal('69.389122'))"
Yeisk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.220872'), Decimal('46.680447'))"
Ekaterinburg (Koltsovo),2016,251999,238625,270078,284869,337727,409763,470038,477828,443180,371376,323086,1672.8,4207328,"(Decimal('60.802263'), Decimal('56.750256'))"
Ekaterinburg (Uktus),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.802263'), Decimal('56.750256'))"
Yelizovo (Avachinskiy),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.425285'), Decimal('53.169328'))"
Pitorafik,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zonalnoe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.756348'), Decimal('50.669311'))"
Zыrjanka,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2016,520,1095,1270,1150,1437,1647,2301,2301,2965,1009,1346,62.22,18385,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2016,103835,98289,110499,110623,111033,151782,200518,206826,167426,134335,125598,1154.82,1652799,"(Decimal('104.355777'), Decimal('52.273103'))"
Harbin,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.033972'), Decimal('44.267001'))"
Kazan,2016,104797,101299,119120,130242,149914,190912,209417,227688,209974,179847,146037,202.9,1912961,"(Decimal('49.298591'), Decimal('55.608089'))"
Kazachinskoye (Kazachinsko),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.568638'), Decimal('56.277428'))"
Kaliningrad (Hrabrovo),2016,111647,97987,117454,109943,134567,155815,169861,173853,143539,130575,113878,603.69,1570821,"(Decimal('20.58582'), Decimal('54.883038'))"
Kaluga,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.366974'), Decimal('54.54689'))"
Karatayka,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.412462'), Decimal('68.764539'))"
Starobachaty,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
cedar,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('79.459059'), Decimal('57.616471'))"
Kemerovo,2016,18985,15340,15946,19235,21697,28632,28993,30159,24705,21749,20610,630.58,268077,"(Decimal('86.118863'), Decimal('55.28199'))"
Keperveem,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.145801'), Decimal('67.844582'))"
Ust-kut,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.051455'), Decimal('57.770078'))"
Kirov,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.346758'), Decimal('58.4975'))"
Kogalym,2016,9184,8742,9191,9212,9705,10211,10465,11062,9872,10304,9640,17.03,117553,"(Decimal('74.5295'), Decimal('62.195565'))"
Kodinsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.102052'), Decimal('58.47899'))"
Kolpaşevo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Komsomolsk-on-Amur,2016,635,1498,1304,283,262,63,71,121,175,1240,1658,357.4,9426,"(Decimal('136.929004'), Decimal('50.403351'))"
Kondinskoye,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('67.421005'), Decimal('59.654312'))"
Koryaki (Koryaksky),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Kostroma,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2016,197915,185785,217502,209136,237768,257997,304341,319629,301027,282132,241810,582.88,2993290,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk (Emelyanovo),2016,110704,104886,113901,118361,130151,167763,197489,207115,182714,153504,151950,1309.77,1796373,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2016,761,1493,1355,1991,2771,3524,3950,3863,3270,3562,3512,2.76,33651,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2016,4568,4946,6053,6256,7677,8896,8550,8843,7464,7248,7185,43.84,84303,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Magadan-13),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.918648'), Decimal('59.623593'))"
Magadan (Falcon),2016,17491,18765,22127,22970,27267,34515,41412,44205,35329,31240,25871,756,347340,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Maikop,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mom,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2016,138642,121224,134478,123239,142074,142747,160548,167304,156068,157231,136945,642.4,1721697,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2016,19010,18900,21246,22794,23997,27784,31166,33962,27232,21789,20757,1348.69,291410,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Bykovo),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Vnukovo),2016,722465,690371,821409,928587,1115556,1357627,1593017,1684963,1547635,1296902,1098739,6570.04,13946688,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2016,2046469,1758246,1926879,1895649,2200560,2764977,3320256,3360288,2929008,2370762,1939898,12593.67,28500259,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2016,2255793,2179853,2465517,2552578,2759185,3037375,3386993,3413499,3198055,3008683,2663684,24697.4,33655605,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2016,50241,48393,55612,56558,62892,74921,81710,82308,73201,62984,55164,181.8,763668,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape Schmidt,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.380105'), Decimal('68.864431'))"
Cape-Stone,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2016,10460,9587,10796,12446,15236,15652,17796,17759,15459,11754,12326,36.74,163339,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nalchik,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2016,46080,43834,49088,45616,44326,60173,69217,68607,56254,45822,42976,345,618890,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2016,43542,45828,51168,48643,61393,81623,88390,89151,86748,72332,54485,161.59,775679,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2016,2052,1975,2120,2584,2695,3181,3775,3425,3281,2939,2807,6.08,33547,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2016,13611,11663,12593,13985,15267,17513,20182,19388,15153,14804,15023,103.7,188458,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (North),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.667491'), Decimal('55.009425'))"
Novosibirsk (Tolmachyovo),2016,240938,221977,249905,257789,292766,392163,455780,462530,410204,341522,294570,1737.4,3932368,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2016,63338,57554,63963,67770,79023,81879,87576,85528,86128,77610,70705,407,896578,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2016,30834,25720,28938,36607,47015,57457,59004,61042,55679,42875,33014,1440.94,514657,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2016,14143,13106,14212,15205,16837,19607,21812,22176,17293,14766,15073,63.33,201012,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2016,53970,49814,56546,52305,58863,78747,96814,104526,85433,63269,56567,330,819932,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2016,30817,27511,30498,32384,37552,45270,54188,58598,46958,42773,39008,111.71,487032,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2016,896,1284,1797,1864,1969,2177,2048,2168,3048,1709,2704,169,22932,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2016,76822,72982,80957,78978,86919,109909,118072,120608,107636,98782,85968,198.12,1124493,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2016,34291,30761,36175,39090,45910,59627,77233,82036,70322,55619,42177,832.72,617986,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2016,3755,3552,3725,4087,4937,6128,6477,6533,6056,4450,4152,39,58511,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2016,136594,126220,136329,145699,172718,187573,205961,211190,203029,187431,186745,448.5,2093260,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Samara (Smyshlyaevka),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2016,784263,702332,827881,899125,1108772,1373482,1551310,1552333,1385050,1146217,952235,2537,13265037,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (central),2016,28726,29300,30433,32544,32829,40394,47568,48575,41995,35075,31939,50.3,433385,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2016,283345,293809,316001,281943,360346,613044,788672,812659,676622,357170,241143,240.36,5248800,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2016,25140,24730,26540,25795,25997,30307,34383,33705,27209,26251,24341,77,328152,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2016,95686,86390,98844,103948,119351,145264,169722,167131,140463,124777,114274,338.3,1482752,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2016,31225,26382,27937,28919,33243,45606,54611,53917,43871,36249,33552,74.41,449144,"(Decimal('50.851293'), Decimal('61.663805'))"
Taganrog (Southern),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.880433'), Decimal('47.197978'))"
Taz,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2016,892,1291,1311,1532,1893,2177,2651,2536,2511,2232,2141,0,23269,"(Decimal('41.491404'), Decimal('52.803629'))"
Container,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('74.288446'), Decimal('56.904246'))"
Tarko-Sale,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.789172'), Decimal('64.922685'))"
Shalym,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.826031'), Decimal('52.766419'))"
Tigil,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.713895'), Decimal('57.776817'))"
